file	keep	scene	location	case	target_channel	distance_m	seating	mic_position	nc	noise_dba	extra_recorders	target_text	user_text	notes
包间放噪声_交替说_噪声75分贝-降噪强_01_第1遍.m4a		包间放噪声：同一个包间，音箱在 1.5–2 米外播放餐馆环境声	包间放噪声	交替说	left	1.0	face	collar	strong			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	音箱播放餐馆噪声约 75 dBA
包间放噪声_同时说_噪声75分贝-降噪强_01_第1遍.m4a		包间放噪声：同一个包间，音箱在 1.5–2 米外播放餐馆环境声	包间放噪声	同时说	left	1.0	face	collar	strong			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	音箱播放餐馆噪声约 75 dBA
包间放噪声_邻桌说话_基准_01_第1遍.m4a		包间放噪声：同一个包间，音箱在 1.5–2 米外播放餐馆环境声	包间放噪声	邻桌说话	left	1.0	face	collar	off					
空旷大厅_底噪_基准_01_第1遍.m4a		空旷大厅：强回声对照（瓷砖、玻璃多，但人少安静，例如非营业时段的快餐店）	空旷大厅	底噪	left	1.0	face	collar	off					
空旷大厅_对方单说_基准_01_第1遍.m4a		空旷大厅：强回声对照（瓷砖、玻璃多，但人少安静，例如非营业时段的快餐店）	空旷大厅	对方单说	left	1.0	face	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
空旷大厅_我单说_基准_01_第1遍.m4a		空旷大厅：强回声对照（瓷砖、玻璃多，但人少安静，例如非营业时段的快餐店）	空旷大厅	我单说	left	1.0	face	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
空旷大厅_交替说_基准_01_第1遍.m4a		空旷大厅：强回声对照（瓷砖、玻璃多，但人少安静，例如非营业时段的快餐店）	空旷大厅	交替说	left	1.0	face	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
空旷大厅_同时说_基准_01_第1遍.m4a		空旷大厅：强回声对照（瓷砖、玻璃多，但人少安静，例如非营业时段的快餐店）	空旷大厅	同时说	left	1.0	face	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
普通餐馆_底噪_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	底噪	left	1.0	face	collar	off					
普通餐馆_快速声纹_基准_A_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	快速声纹	left	1.0	face	collar	off					
普通餐馆_快速声纹_基准_B_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	快速声纹	left	1.0	face	collar	off					
普通餐馆_对方单说_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	对方单说	left	1.0	face	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
普通餐馆_对方单说_基准_02_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	对方单说	left	1.0	face	collar	off			我下周三要去杭州出差，大概待四天，周六晚上回来。你要是有空，周日中午我们可以约在西单见面，我请你吃饭。		
普通餐馆_对方单说_基准_03_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	对方单说	left	1.0	face	collar	off			张老师说那个报名表要在十五号之前交，需要贴一张两寸照片，还要写清楚联系电话。我明天顺路帮你一起交过去吧。		
普通餐馆_我单说_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	我单说	left	1.0	face	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
普通餐馆_我单说_基准_02_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	我单说	left	1.0	face	collar	off				我今天上午去医院复查了，医生说恢复得还不错，下个月再去一次就行。最近睡得也比以前好多了。	
普通餐馆_我单说_基准_03_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	我单说	left	1.0	face	collar	off				我想点一个清炒时蔬和一碗米饭，再要一壶大麦茶。服务员刚才说今天的红烧肉已经卖完了。	
普通餐馆_交替说_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	交替说	left	1.0	face	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
普通餐馆_交替说_基准_02_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	交替说	left	1.0	face	collar	off			你还记得小刘吗，就是以前住在三楼的那个。对，他下个月结婚，婚礼定在二十号，在他老家办。我打算坐高铁去，大概三个半小时，你要去我帮你一起买票。	记得，他后来搬到南京去了。那我们要不要一起过去？	
普通餐馆_交替说_基准_03_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	交替说	left	1.0	face	collar	off			嗯，这个汤有点咸了。对，可能是我口味比较淡。你明天几点下班？那我们改到周五晚上七点吧，还是在这家店门口见。	是吗，我倒觉得还行。一般六点左右，不过明天可能要加班。	
普通餐馆_同时说_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	同时说	left	1.0	face	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
普通餐馆_同时说_基准_02_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	同时说	left	1.0	face	collar	off			这个月的房租我已经转给房东了，一共三千二，水电费下周再算，你到时候把你那一半转给我。	我家楼下新开了一家面包店，每天早上七点开门，他们的全麦面包特别香。	
普通餐馆_同时说_基准_03_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	同时说	left	1.0	face	collar	off			妈妈说周末想来看看我们，大概星期六下午两点到，我去火车站接她，晚上一起在家吃饭。	公司楼下的停车场最近在修，我这几天都是骑共享单车上班的，反而觉得挺方便。	
普通餐馆_附和_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	附和	left	1.0	face	collar	off			我跟你说，上周末我去看了一套房子，在地铁站附近，走路大概十分钟。房子是两室一厅，朝南，采光挺好的。就是楼层有点高，在十八楼，电梯早上要排队。价格比我预想的贵了一点，中介说还可以再谈。我打算这周六再去看一次，顺便问问物业费是多少。		
普通餐馆_打断_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	打断	left	1.0	face	collar	off			我觉得我们下个月可以一起去成都玩几天，那边的火锅和哦，那就再往后推一推，十一月也行，那边天气也不冷，我们可以顺便去看看熊猫。	哎，下个月我可能要出差。	
普通餐馆_我大声_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	我大声	left	1.0	face	collar	off			这个月的房租我已经转给房东了，一共三千二，水电费下周再算，你到时候把你那一半转给我。	我家楼下新开了一家面包店，每天早上七点开门，他们的全麦面包特别香。	
普通餐馆_对方小声_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	对方小声	left	1.0	face	collar	off			我下周三要去杭州出差，大概待四天，周六晚上回来。你要是有空，周日中午我们可以约在西单见面，我请你吃饭。		
普通餐馆_对方转头_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	对方转头	left	1.0	face	collar	off			张老师说那个报名表要在十五号之前交，需要贴一张两寸照片，还要写清楚联系电话。我明天顺路帮你一起交过去吧。		
普通餐馆_杂音_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	杂音	left	1.0	face	collar	off					
普通餐馆_第三人_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	第三人	left	1.0	face	collar	off					
普通餐馆_数字_基准_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	数字	left	1.0	face	collar	off			你记一下，他的电话是一三八，零零一二，三四五六。我们约的是十月十七号，星期五，下午三点二十。地址是朝阳区建国路八十八号，三单元，一零二室。定金交了五百，尾款还有两千三百八十块，月底之前付清就行。		
普通餐馆_长独白_基准_话题5_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	长独白	left	1.0	face	collar	off					
普通餐馆_自由聊天_基准_话题2_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	自由聊天	left	1.0	face	collar	off					
普通餐馆_对方单说_桌角坐_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	对方单说	left	1.0	corner	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
普通餐馆_我单说_桌角坐_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	我单说	left	1.0	corner	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
普通餐馆_交替说_桌角坐_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	交替说	left	1.0	corner	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
普通餐馆_同时说_桌角坐_01_第1遍.m4a		普通餐馆（中等嘈杂；如在咖啡厅录，地点改为“咖啡厅”）	普通餐馆	同时说	left	1.0	corner	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
吵闹餐馆_底噪_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	底噪	left	1.0	face	collar	off					
吵闹餐馆_快速声纹_基准_A_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	快速声纹	left	1.0	face	collar	off					
吵闹餐馆_快速声纹_基准_B_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	快速声纹	left	1.0	face	collar	off					
吵闹餐馆_对方单说_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	对方单说	left	1.0	face	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
吵闹餐馆_对方单说_基准_02_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	对方单说	left	1.0	face	collar	off			我下周三要去杭州出差，大概待四天，周六晚上回来。你要是有空，周日中午我们可以约在西单见面，我请你吃饭。		
吵闹餐馆_对方单说_基准_03_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	对方单说	left	1.0	face	collar	off			张老师说那个报名表要在十五号之前交，需要贴一张两寸照片，还要写清楚联系电话。我明天顺路帮你一起交过去吧。		
吵闹餐馆_我单说_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	我单说	left	1.0	face	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
吵闹餐馆_我单说_基准_02_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	我单说	left	1.0	face	collar	off				我今天上午去医院复查了，医生说恢复得还不错，下个月再去一次就行。最近睡得也比以前好多了。	
吵闹餐馆_我单说_基准_03_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	我单说	left	1.0	face	collar	off				我想点一个清炒时蔬和一碗米饭，再要一壶大麦茶。服务员刚才说今天的红烧肉已经卖完了。	
吵闹餐馆_交替说_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	交替说	left	1.0	face	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
吵闹餐馆_交替说_基准_02_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	交替说	left	1.0	face	collar	off			你还记得小刘吗，就是以前住在三楼的那个。对，他下个月结婚，婚礼定在二十号，在他老家办。我打算坐高铁去，大概三个半小时，你要去我帮你一起买票。	记得，他后来搬到南京去了。那我们要不要一起过去？	
吵闹餐馆_交替说_基准_03_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	交替说	left	1.0	face	collar	off			嗯，这个汤有点咸了。对，可能是我口味比较淡。你明天几点下班？那我们改到周五晚上七点吧，还是在这家店门口见。	是吗，我倒觉得还行。一般六点左右，不过明天可能要加班。	
吵闹餐馆_同时说_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	同时说	left	1.0	face	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
吵闹餐馆_同时说_基准_02_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	同时说	left	1.0	face	collar	off			这个月的房租我已经转给房东了，一共三千二，水电费下周再算，你到时候把你那一半转给我。	我家楼下新开了一家面包店，每天早上七点开门，他们的全麦面包特别香。	
吵闹餐馆_同时说_基准_03_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	同时说	left	1.0	face	collar	off			妈妈说周末想来看看我们，大概星期六下午两点到，我去火车站接她，晚上一起在家吃饭。	公司楼下的停车场最近在修，我这几天都是骑共享单车上班的，反而觉得挺方便。	
吵闹餐馆_附和_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	附和	left	1.0	face	collar	off			我跟你说，上周末我去看了一套房子，在地铁站附近，走路大概十分钟。房子是两室一厅，朝南，采光挺好的。就是楼层有点高，在十八楼，电梯早上要排队。价格比我预想的贵了一点，中介说还可以再谈。我打算这周六再去看一次，顺便问问物业费是多少。		
吵闹餐馆_打断_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	打断	left	1.0	face	collar	off			我觉得我们下个月可以一起去成都玩几天，那边的火锅和哦，那就再往后推一推，十一月也行，那边天气也不冷，我们可以顺便去看看熊猫。	哎，下个月我可能要出差。	
吵闹餐馆_我大声_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	我大声	left	1.0	face	collar	off			这个月的房租我已经转给房东了，一共三千二，水电费下周再算，你到时候把你那一半转给我。	我家楼下新开了一家面包店，每天早上七点开门，他们的全麦面包特别香。	
吵闹餐馆_对方小声_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	对方小声	left	1.0	face	collar	off			我下周三要去杭州出差，大概待四天，周六晚上回来。你要是有空，周日中午我们可以约在西单见面，我请你吃饭。		
吵闹餐馆_对方转头_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	对方转头	left	1.0	face	collar	off			张老师说那个报名表要在十五号之前交，需要贴一张两寸照片，还要写清楚联系电话。我明天顺路帮你一起交过去吧。		
吵闹餐馆_杂音_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	杂音	left	1.0	face	collar	off					
吵闹餐馆_第三人_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	第三人	left	1.0	face	collar	off					
吵闹餐馆_数字_基准_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	数字	left	1.0	face	collar	off			你记一下，他的电话是一三八，零零一二，三四五六。我们约的是十月十七号，星期五，下午三点二十。地址是朝阳区建国路八十八号，三单元，一零二室。定金交了五百，尾款还有两千三百八十块，月底之前付清就行。		
吵闹餐馆_长独白_基准_话题8_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	长独白	left	1.0	face	collar	off					
吵闹餐馆_自由聊天_基准_话题3_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	自由聊天	left	1.0	face	collar	off					
吵闹餐馆_对方单说_桌角坐_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	对方单说	left	1.0	corner	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
吵闹餐馆_我单说_桌角坐_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	我单说	left	1.0	corner	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
吵闹餐馆_交替说_桌角坐_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	交替说	left	1.0	corner	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
吵闹餐馆_同时说_桌角坐_01_第1遍.m4a		吵闹餐馆（火锅、烧烤、大排档，高峰期）	吵闹餐馆	同时说	left	1.0	corner	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
美食广场_底噪_基准_01_第1遍.m4a		美食广场或快餐店	美食广场	底噪	left	1.0	face	collar	off					
美食广场_对方单说_基准_01_第1遍.m4a		美食广场或快餐店	美食广场	对方单说	left	1.0	face	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
美食广场_对方单说_基准_02_第1遍.m4a		美食广场或快餐店	美食广场	对方单说	left	1.0	face	collar	off			我下周三要去杭州出差，大概待四天，周六晚上回来。你要是有空，周日中午我们可以约在西单见面，我请你吃饭。		
美食广场_对方单说_基准_03_第1遍.m4a		美食广场或快餐店	美食广场	对方单说	left	1.0	face	collar	off			张老师说那个报名表要在十五号之前交，需要贴一张两寸照片，还要写清楚联系电话。我明天顺路帮你一起交过去吧。		
美食广场_我单说_基准_01_第1遍.m4a		美食广场或快餐店	美食广场	我单说	left	1.0	face	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
美食广场_我单说_基准_02_第1遍.m4a		美食广场或快餐店	美食广场	我单说	left	1.0	face	collar	off				我今天上午去医院复查了，医生说恢复得还不错，下个月再去一次就行。最近睡得也比以前好多了。	
美食广场_我单说_基准_03_第1遍.m4a		美食广场或快餐店	美食广场	我单说	left	1.0	face	collar	off				我想点一个清炒时蔬和一碗米饭，再要一壶大麦茶。服务员刚才说今天的红烧肉已经卖完了。	
美食广场_交替说_基准_01_第1遍.m4a		美食广场或快餐店	美食广场	交替说	left	1.0	face	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
美食广场_交替说_基准_02_第1遍.m4a		美食广场或快餐店	美食广场	交替说	left	1.0	face	collar	off			你还记得小刘吗，就是以前住在三楼的那个。对，他下个月结婚，婚礼定在二十号，在他老家办。我打算坐高铁去，大概三个半小时，你要去我帮你一起买票。	记得，他后来搬到南京去了。那我们要不要一起过去？	
美食广场_交替说_基准_03_第1遍.m4a		美食广场或快餐店	美食广场	交替说	left	1.0	face	collar	off			嗯，这个汤有点咸了。对，可能是我口味比较淡。你明天几点下班？那我们改到周五晚上七点吧，还是在这家店门口见。	是吗，我倒觉得还行。一般六点左右，不过明天可能要加班。	
美食广场_同时说_基准_01_第1遍.m4a		美食广场或快餐店	美食广场	同时说	left	1.0	face	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
美食广场_同时说_基准_02_第1遍.m4a		美食广场或快餐店	美食广场	同时说	left	1.0	face	collar	off			这个月的房租我已经转给房东了，一共三千二，水电费下周再算，你到时候把你那一半转给我。	我家楼下新开了一家面包店，每天早上七点开门，他们的全麦面包特别香。	
美食广场_同时说_基准_03_第1遍.m4a		美食广场或快餐店	美食广场	同时说	left	1.0	face	collar	off			妈妈说周末想来看看我们，大概星期六下午两点到，我去火车站接她，晚上一起在家吃饭。	公司楼下的停车场最近在修，我这几天都是骑共享单车上班的，反而觉得挺方便。	
美食广场_自由聊天_基准_话题4_第1遍.m4a		美食广场或快餐店	美食广场	自由聊天	left	1.0	face	collar	off					
街边_底噪_基准_01_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	底噪	left	1.0	face	collar	off					
街边_对方单说_基准_01_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	对方单说	left	1.0	face	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
街边_对方单说_基准_02_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	对方单说	left	1.0	face	collar	off			我下周三要去杭州出差，大概待四天，周六晚上回来。你要是有空，周日中午我们可以约在西单见面，我请你吃饭。		
街边_对方单说_基准_03_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	对方单说	left	1.0	face	collar	off			张老师说那个报名表要在十五号之前交，需要贴一张两寸照片，还要写清楚联系电话。我明天顺路帮你一起交过去吧。		
街边_我单说_基准_01_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	我单说	left	1.0	face	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
街边_我单说_基准_02_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	我单说	left	1.0	face	collar	off				我今天上午去医院复查了，医生说恢复得还不错，下个月再去一次就行。最近睡得也比以前好多了。	
街边_我单说_基准_03_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	我单说	left	1.0	face	collar	off				我想点一个清炒时蔬和一碗米饭，再要一壶大麦茶。服务员刚才说今天的红烧肉已经卖完了。	
街边_交替说_基准_01_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	交替说	left	1.0	face	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
街边_交替说_基准_02_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	交替说	left	1.0	face	collar	off			你还记得小刘吗，就是以前住在三楼的那个。对，他下个月结婚，婚礼定在二十号，在他老家办。我打算坐高铁去，大概三个半小时，你要去我帮你一起买票。	记得，他后来搬到南京去了。那我们要不要一起过去？	
街边_交替说_基准_03_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	交替说	left	1.0	face	collar	off			嗯，这个汤有点咸了。对，可能是我口味比较淡。你明天几点下班？那我们改到周五晚上七点吧，还是在这家店门口见。	是吗，我倒觉得还行。一般六点左右，不过明天可能要加班。	
街边_同时说_基准_01_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	同时说	left	1.0	face	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
街边_同时说_基准_02_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	同时说	left	1.0	face	collar	off			这个月的房租我已经转给房东了，一共三千二，水电费下周再算，你到时候把你那一半转给我。	我家楼下新开了一家面包店，每天早上七点开门，他们的全麦面包特别香。	
街边_同时说_基准_03_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	同时说	left	1.0	face	collar	off			妈妈说周末想来看看我们，大概星期六下午两点到，我去火车站接她，晚上一起在家吃饭。	公司楼下的停车场最近在修，我这几天都是骑共享单车上班的，反而觉得挺方便。	
街边_自由聊天_基准_话题6_第1遍.m4a		街边户外（发射器装防风毛罩）	街边	自由聊天	left	1.0	face	collar	off					
车内_底噪_基准_01_第1遍.m4a		行驶中的车内	车内	底噪	left	1.0	face	collar	off					
车内_对方单说_基准_01_第1遍.m4a		行驶中的车内	车内	对方单说	left	1.0	face	collar	off			这家店我上个月来过一次，他们的招牌是酸菜鱼，一份大概八十八块，两个人吃刚好。你要是不能吃辣，可以让他们做成微辣。		
车内_我单说_基准_01_第1遍.m4a		行驶中的车内	车内	我单说	left	1.0	face	collar	off				我觉得这里有点吵，刚才你说的那句话我没听清楚。能不能再说一遍，或者我们换到靠窗那边的位置坐。	
车内_交替说_基准_01_第1遍.m4a		行驶中的车内	车内	交替说	left	1.0	face	collar	off			你想喝点什么，要不要来一杯热豆浆？那我点两杯，再要一笼小笼包，八个的那种。没关系，吃不完我们打包带走。	好啊，我不要加糖。可以，我最近胃口一般，吃不了太多。	
车内_同时说_基准_01_第1遍.m4a		行驶中的车内	车内	同时说	left	1.0	face	collar	off			明天早上九点半在地铁站二号出口集合，记得带身份证，我们先去办手续，然后一起吃午饭。	我昨天晚上看了一部电影，讲的是一个老人开车穿越沙漠的故事，结尾有点伤感。	
车内_自由聊天_基准_话题9_第1遍.m4a		行驶中的车内	车内	自由聊天	left	1.0	face	collar	off					
街边_自由聊天_边走边聊_话题10_第1遍.m4a		并排边走边聊	街边	自由聊天	left	1.0	walking	collar	off					
菜市场_底噪_基准_01_第1遍.m4a		菜市场	菜市场	底噪	left	1.0	face	collar	off					
